Provinces Name,Provinces Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Sulawesi Utara, Prop.",ID.SW,"Number of people employed in agriculture, forestry and fishery",SL.EMP.AGR.FRST.FSH,321121,321810,333103,320963,319336,397913,264679,269884,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people employed in construction sector,SL.EMP.CNST,82431,77696,74315,79244,84546,79709,94604,96915,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people employed in electricity and utilities sector,SL.EMP.ELC,4653,3849,3458,3447,3448,5707,4872,6951,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people employed in financial services sector,SL.EMP.FINS,22856,25113,31040,29700,26308,26646,35873,33388,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people employed in industrial sector,SL.EMP.IND,65984,58846,52064,71289,67669,64008,82781,99228,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people employed in mining and quarrying sector,SL.EMP.MINQ,24806,29967,23402,20748,18532,15924,23140,29055,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people employed in social services sector,SL.EMP.SOCL,199622,185899,184703,180371,189323,222735,225694,212988,..,..
"Sulawesi Utara, Prop.",ID.SW,"Number of people employed in trade, hotel and restaurant sector",SL.EMP.TRAD,196182,193434,190921,195880,207470,222935,231717,254142,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people employed in transportation and telecommunication sector,SL.EMP.TRAN,73065,80383,72451,79114,83400,74987,77466,92594,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people in labor force,SL.TLF,1084203,1060969,1035772,1060752,1099272,1183721,1121309,1175809,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people live below the poverty line (in number of people),SI.POV.BPL,194900,189100,201100,197556,208540,202820,198880,193310,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people underemployed,SL.EMP.UNDR,290914,279586,296602,272879,261822,282671,278056,294936,..,..
"Sulawesi Utara, Prop.",ID.SW,Number of people unemployed,SL.UEM.TOTL,93483,83972,70315,79996,99240,73157,80483,80664,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people employed,SL.EMP.TOTL,2070725,2094589,2061109,2180336,2184599,2347911,2344972,2410450,..,..
"Sumatera Barat, Prop.",ID.SB,"Number of people employed in agriculture, forestry and fishery",SL.EMP.AGR.FRST.FSH,813699,854453,817903,818714,856437,855583,824649,836071,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people employed in construction sector,SL.EMP.CNST,127991,116043,100933,115213,114354,115233,137608,146766,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people employed in electricity and utilities sector,SL.EMP.ELC,9124,5031,4837,6530,7373,11041,8750,14154,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people employed in financial services sector,SL.EMP.FINS,40489,42966,43177,46915,45462,59492,45997,54525,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people employed in industrial sector,SL.EMP.IND,153130,162058,132286,149483,146076,206057,199994,210052,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people employed in mining and quarrying sector,SL.EMP.MINQ,29824,32650,36004,40899,31254,63930,37611,39617,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people employed in social services sector,SL.EMP.SOCL,347710,332148,354369,418986,376013,414884,421121,370882,..,..
"Sumatera Barat, Prop.",ID.SB,"Number of people employed in trade, hotel and restaurant sector",SL.EMP.TRAD,441786,445529,472804,487056,511173,517570,572835,637272,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people employed in transportation and telecommunication sector,SL.EMP.TRAN,106972,103711,98796,96540,96457,104121,96407,101111,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people in labor force,SL.TLF,2213513,2242492,2216687,2331993,2346163,2473814,2483675,2552130,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people live below the poverty line (in number of people),SI.POV.BPL,442090,404700,384100,354738,379610,371550,364510,357130,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people underemployed,SL.EMP.UNDR,754947,828992,895634,804696,740453,762849,801781,793035,..,..
"Sumatera Barat, Prop.",ID.SB,Number of people unemployed,SL.UEM.TOTL,142788,147903,155578,151657,161564,125903,138703,141680,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people employed,SL.EMP.TOTL,3553104,3601561,3524883,3692806,3695866,3998637,3942534,3963870,..,..
"Sumatera Selatan, Prop.",ID.SL,"Number of people employed in agriculture, forestry and fishery",SL.EMP.AGR.FRST.FSH,2029448,2021183,1933891,1970717,2023064,1936722,1902120,1844251,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people employed in construction sector,SL.EMP.CNST,124580,145154,134602,166907,167807,171669,191045,202956,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people employed in electricity and utilities sector,SL.EMP.ELC,5949,6732,6815,6392,6333,9301,8933,11453,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people employed in financial services sector,SL.EMP.FINS,61203,73322,79095,65748,59468,57576,65141,65154,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people employed in industrial sector,SL.EMP.IND,168171,200454,171486,186597,173890,214929,279370,308661,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people employed in mining and quarrying sector,SL.EMP.MINQ,42225,49353,52693,37637,57481,70355,51348,55283,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people employed in social services sector,SL.EMP.SOCL,433440,458076,473733,491286,451600,658178,616883,504690,..,..
"Sumatera Selatan, Prop.",ID.SL,"Number of people employed in trade, hotel and restaurant sector",SL.EMP.TRAD,558401,522812,544772,616163,621510,721403,672728,781037,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people employed in transportation and telecommunication sector,SL.EMP.TRAN,129687,124475,127796,151359,134713,158504,154966,190385,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people in labor force,SL.TLF,3770673,3814093,3704132,3885674,3934787,4178794,4123669,4140130,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people live below the poverty line (in number of people),SI.POV.BPL,1074810,1057000,1104600,1085795,..,..,1086920,1068270,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people underemployed,SL.EMP.UNDR,1455728,1522769,1669061,1550532,1409301,1333370,1366234,1463283,..,..
"Sumatera Selatan, Prop.",ID.SL,Number of people unemployed,SL.UEM.TOTL,217569,212532,179249,192868,238921,180157,181135,176260,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people employed,SL.EMP.TOTL,5912114,5902424,6081301,5881371,5962304,5991229,6365989,6728431,..,..
"Sumatera Utara, Prop.",ID.SU,"Number of people employed in agriculture, forestry and fishery",SL.EMP.AGR.FRST.FSH,2595244,2519083,2656799,2500956,2462138,2666046,2388570,2390797,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people employed in construction sector,SL.EMP.CNST,332780,382000,399846,376642,359774,308242,341769,353259,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people employed in electricity and utilities sector,SL.EMP.ELC,11390,19017,20396,17213,9304,23225,21095,47001,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people employed in financial services sector,SL.EMP.FINS,118250,106459,129698,121222,135297,104494,157489,143366,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people employed in industrial sector,SL.EMP.IND,483988,461445,428182,461372,450445,456473,574570,687491,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people employed in mining and quarrying sector,SL.EMP.MINQ,30288,40355,37545,32463,28274,50064,40276,40835,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people employed in social services sector,SL.EMP.SOCL,884449,924562,979289,905175,921592,905913,1098863,1066438,..,..
"Sumatera Utara, Prop.",ID.SU,"Number of people employed in trade, hotel and restaurant sector",SL.EMP.TRAD,1208842,1161899,1151357,1180919,1271494,1152010,1410559,1626250,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people employed in transportation and telecommunication sector,SL.EMP.TRAN,246883,287604,278189,285409,323986,324762,332798,372994,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people in labor force,SL.TLF,6314239,6294316,6500750,6272083,6391098,6362909,6743277,7124458,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people live below the poverty line (in number of people),SI.POV.BPL,1481310,1407200,1416400,1360599,..,..,1453870,1324980,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people underemployed,SL.EMP.UNDR,1926094,1783501,1765533,1857289,1974318,1871841,1915120,2147807,..,..
"Sumatera Utara, Prop.",ID.SU,Number of people unemployed,SL.UEM.TOTL,402125,391892,419449,390712,428794,371680,377288,396027,..,..
